,Date,Region,Class,Commodity,Unit,Number of Stores,Weighted Avg Price,Low Price,High Price
651,2/22/2019,SOUTHWEST U.S.,VEGETABLES,EGGPLANT,per pound,59,0.95,0.69,0.99
622,2/22/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,18 oz package,207,5.08,5.0,5.99
643,2/22/2019,SOUTHWEST U.S.,VEGETABLES,CELERY,per pound,15,1.99,1.99,1.99
623,2/22/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,6 oz package,813,2.59,0.79,3.99
625,2/22/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,18 oz package,317,3.99,3.99,3.99
641,2/22/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,each,143,2.99,2.99,2.99
640,2/22/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,per pound,451,1.01,0.87,1.99
639,2/22/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,31,2.07,1.67,2.5
638,2/22/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,224,1.39,0.99,2.5
637,2/22/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,per pound,184,0.38,0.33,0.5
636,2/22/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,2 lb bag,7,0.5,0.5,0.5
635,2/22/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,14,0.5,0.5,0.5
634,2/22/2019,SOUTHWEST U.S.,VEGETABLES,CACTUS LEAF (NOPALES),per pound,69,0.66,0.2,1.99
633,2/22/2019,SOUTHWEST U.S.,VEGETABLES,CABBAGE,per pound,9,0.99,0.99,0.99
632,2/22/2019,SOUTHWEST U.S.,VEGETABLES,CABBAGE,per pound,168,0.39,0.25,0.59
631,2/22/2019,SOUTHWEST U.S.,VEGETABLES,BRUSSELS SPROUTS,per pound,152,2.49,2.49,2.49
630,2/22/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per pound,306,2.32,0.79,2.49
628,2/22/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per bunch,113,2.99,2.99,2.99
627,2/22/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per pound,62,0.86,0.79,0.87
626,2/22/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per bunch,8,2.0,2.0,2.0
625,2/22/2019,SOUTHWEST U.S.,VEGETABLES,BOK CHOY,per pound,9,0.79,0.79,0.79
624,2/22/2019,SOUTHWEST U.S.,VEGETABLES,BEETS,per bunch,203,1.73,1.48,2.5
623,2/22/2019,SOUTHWEST U.S.,VEGETABLES,BEETS,per pound,7,0.33,0.33,0.33
622,2/22/2019,SOUTHWEST U.S.,VEGETABLES,BEANS,per pound,194,1.07,0.5,1.99
621,2/22/2019,SOUTHWEST U.S.,VEGETABLES,ASPARAGUS,per pound,29,4.99,4.99,4.99
620,2/22/2019,SOUTHWEST U.S.,VEGETABLES,ASPARAGUS,per pound,"1,100",1.91,0.98,3.99
629,2/22/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,3 lb bag,502,3.6,2.99,4.99
628,2/22/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,per pound,653,0.36,0.25,0.99
627,2/22/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,each,274,1.64,0.39,3.99
626,2/22/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,6 oz package,379,2.55,2.5,4.99
624,2/22/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,1 pint package,53,3.99,3.99,3.99
655,2/22/2019,SOUTHWEST U.S.,FRUITS,ORANGES,per pound,10,1.19,1.19,1.19
652,2/22/2019,SOUTHWEST U.S.,VEGETABLES,GARLIC,per sleeve,163,0.98,0.79,0.99
654,2/22/2019,SOUTHWEST U.S.,FRUITS,ORANGES,per pound,123,1.54,0.99,2.79
686,2/22/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,1 lb bag,397,5.0,4.98,5.0
687,2/22/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,10 - 12 oz package,13,3.99,3.99,3.99
688,2/22/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,5 - 9 oz package,"1,069",2.93,2.49,3.0
689,2/22/2019,SOUTHWEST U.S.,VEGETABLES,SPINACH,per bunch,23,0.82,0.5,0.99
690,2/22/2019,SOUTHWEST U.S.,VEGETABLES,SPINACH,5 - 6 oz package,53,1.07,0.99,1.5
691,2/22/2019,SOUTHWEST U.S.,VEGETABLES,SPINACH,8 oz package,16,1.67,1.67,1.67
692,2/22/2019,SOUTHWEST U.S.,VEGETABLES,SPINACH,1 lb package,16,4.98,4.98,4.98
693,2/22/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,142,0.45,0.33,0.79
694,2/22/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,171,0.99,0.99,0.99
695,2/22/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,152,1.49,1.49,1.49
696,2/22/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,311,0.8,0.33,0.99
697,2/22/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,152,1.49,1.49,1.49
699,2/22/2019,SOUTHWEST U.S.,VEGETABLES,SWEET POTATOES,per pound,8,1.69,1.69,1.69
685,2/22/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,5 - 9 oz package,283,2.9,1.5,3.0
700,2/22/2019,SOUTHWEST U.S.,VEGETABLES,SWISS CHARD,per bunch,64,1.35,0.99,1.99
702,2/22/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,557,0.88,0.33,1.99
703,2/22/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,12,2.89,2.89,2.89
704,2/22/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,113,3.99,3.99,3.99
705,2/22/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,54,0.77,0.77,0.77
706,2/22/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,13,1.5,1.5,1.5
707,2/22/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,80,1.55,1.29,2.99
708,2/22/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,27,3.29,3.19,3.49
709,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, CHERRY",1 pint package,113,2.5,2.5,2.5
710,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, CHERRY",1 pint package,9,3.99,3.99,3.99
711,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",1 pint package,17,3.29,2.5,3.99
712,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",10 oz package,542,2.39,2.0,2.5
713,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",per pound,"1,022",1.18,0.33,1.99
714,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",per pound,15,2.49,2.49,2.49
701,2/22/2019,SOUTHWEST U.S.,VEGETABLES,TOMATILLOS,per pound,199,0.43,0.33,0.5
684,2/22/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,10 - 12 oz package,352,2.55,0.99,3.0
698,2/22/2019,SOUTHWEST U.S.,VEGETABLES,SWEET POTATOES,per pound,130,0.7,0.49,0.99
682,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, OTHER",per pound,20,1.27,0.99,1.5
683,2/22/2019,SOUTHWEST U.S.,VEGETABLES,RADISHES,per bunch,88,0.34,0.33,0.5
654,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, GREEN LEAF",each,184,1.49,0.5,1.99
655,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, GREEN LEAF",each,4,1.99,1.99,1.99
656,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ICEBERG",each,48,0.81,0.33,1.99
657,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ICEBERG",each,41,2.5,2.5,2.5
658,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, RED LEAF",each,175,1.54,1.49,1.99
659,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, RED LEAF",each,4,1.99,1.99,1.99
660,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",each,191,1.49,0.5,1.99
661,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",each,5,1.99,1.99,1.99
662,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",3 count package,63,1.53,0.99,1.67
663,2/22/2019,SOUTHWEST U.S.,VEGETABLES,MUSHROOMS,8 oz package,272,1.99,0.99,2.49
664,2/22/2019,SOUTHWEST U.S.,VEGETABLES,MUSHROOMS,8 oz package,260,3.5,3.5,3.5
665,2/22/2019,SOUTHWEST U.S.,VEGETABLES,ONIONS GREEN,per bunch,60,0.82,0.33,0.89
666,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,531,1.03,0.5,1.25
667,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,77,1.12,0.69,1.5
653,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, BOSTON",each,8,1.99,1.99,1.99
677,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,41,1.5,1.5,1.5
669,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,526,1.06,0.99,1.25
670,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,125,1.97,1.79,1.99
671,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,70,2.99,2.99,2.99
672,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,684,1.01,0.5,1.25
673,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,41,1.5,1.5,1.5
674,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,125,1.97,1.79,1.99
675,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,88,2.89,2.49,2.99
676,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,526,1.06,0.99,1.25
668,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,1,1.0,1.0,1.0
678,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,125,1.97,1.79,1.99
679,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,70,2.99,2.99,2.99
680,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, OTHER",per pound,139,1.1,0.69,1.49
681,2/22/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, OTHER",1 lb package,29,1.55,0.99,2.0
428,2/8/2019,SOUTHWEST U.S.,FRUITS,APPLE PEARS,each,50,1.29,1.29,1.29
532,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",per pound,"1,438",0.87,0.33,1.39
437,2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,2 lb bag,102,3.99,3.99,3.99
530,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",1 pint package,244,2.55,2.49,3.99
531,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",10 oz package,12,2.5,2.5,2.5
429,2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,18,1.03,0.5,1.69
436,2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,318,1.13,0.39,1.99
431,2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,854,1.2,0.49,1.99
432,2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,2 lb bag,102,3.99,3.99,3.99
433,2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,3 lb bag,13,2.99,2.99,2.99
434,2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,385,2.57,0.99,2.99
435,2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,3 lb bag,264,2.99,2.99,2.99
529,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",10 oz package,10,0.99,0.99,0.99
430,2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,18,1.09,1.09,1.09
528,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",1 pint package,61,0.96,0.69,0.99
521,2/8/2019,SOUTHWEST U.S.,VEGETABLES,SWEET POTATOES,per pound,85,0.68,0.49,1.18
526,2/8/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,872,3.14,2.99,3.49
525,2/8/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,380,0.97,0.97,0.97
524,2/8/2019,SOUTHWEST U.S.,VEGETABLES,TOMATOES,per pound,597,1.05,0.25,1.99
523,2/8/2019,SOUTHWEST U.S.,VEGETABLES,TOMATILLOS,per pound,307,0.52,0.25,0.99
522,2/8/2019,SOUTHWEST U.S.,VEGETABLES,SWISS CHARD,per bunch,9,2.69,2.69,2.69
520,2/8/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,90,0.63,0.49,1.49
519,2/8/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,18,0.89,0.89,0.89
518,2/8/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,80,0.72,0.49,1.69
517,2/8/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,18,0.89,0.89,0.89
516,2/8/2019,SOUTHWEST U.S.,VEGETABLES,SQUASH,per pound,21,0.66,0.5,0.79
515,2/8/2019,SOUTHWEST U.S.,VEGETABLES,SPINACH,5 - 6 oz package,1,3.0,3.0,3.0
514,2/8/2019,SOUTHWEST U.S.,VEGETABLES,SPINACH,per bunch,11,0.68,0.5,0.89
513,2/8/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,5 - 9 oz package,23,2.76,2.5,2.99
527,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, CHERRY",1 pint package,17,3.76,3.5,3.99
438,2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,3 lb bag,13,2.99,2.99,2.99
469,2/8/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,per pound,52,0.69,0.69,0.69
440,2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,8,1.99,1.99,1.99
512,2/8/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,1 lb bag,152,4.99,4.99,4.99
468,2/8/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,each,278,0.97,0.33,1.25
467,2/8/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,5 lb package,769,4.44,3.98,4.99
466,2/8/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,3 lb bag,876,3.34,2.99,3.99
465,2/8/2019,SOUTHWEST U.S.,FRUITS,CHERRIES,per pound,36,2.49,2.49,2.49
464,2/8/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,per pound,420,0.4,0.25,0.79
463,2/8/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,each,"1,105",2.6,0.39,3.99
462,2/8/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,6 oz package,696,3.05,2.5,4.49
461,2/8/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,18 oz package,317,3.99,3.99,3.99
460,2/8/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,6 oz package,"1,421",2.46,0.87,3.99
459,2/8/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,1 pint package,610,3.43,3.34,3.49
458,2/8/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,5.6 - 6 oz package,17,4.23,3.99,4.49
457,2/8/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,5.6 - 6 oz package,"1,326",2.58,1.5,3.99
456,2/8/2019,SOUTHWEST U.S.,FRUITS,BANANAS,per pound,10,0.5,0.5,0.5
455,2/8/2019,SOUTHWEST U.S.,FRUITS,BANANAS,per pound,154,0.42,0.33,0.5
454,2/8/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,each,645,1.96,0.79,2.5
453,2/8/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,each,"1,514",1.28,0.25,1.67
452,2/8/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",64 oz (1/2 gallon),146,2.5,2.5,2.5
451,2/8/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",64 oz (1/2 gallon),918,1.91,1.59,2.5
450,2/8/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",128 oz (1 gallon),24,3.87,1.99,6.99
449,2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,77,0.64,0.49,1.69
448,2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,111,1.94,1.79,2.69
447,2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,2 lb bag,102,3.99,3.99,3.99
446,2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,205,1.52,1.48,1.99
445,2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,22,1.81,1.69,1.88
444,2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,469,2.99,2.99,2.99
443,2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,291,1.35,0.97,2.99
442,2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,3 lb bag,350,5.99,5.99,5.99
441,2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,2 lb bag,102,3.99,3.99,3.99
439,2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,per pound,80,1.27,0.99,2.29
511,2/8/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,5 - 9 oz package,385,2.49,1.99,2.5
475,2/8/2019,SOUTHWEST U.S.,VEGETABLES,CHINESE CABBAGE,per pound,72,0.39,0.39,0.39
509,2/8/2019,SOUTHWEST U.S.,VEGETABLES,RADISHES,per bunch,117,0.47,0.33,0.5
480,2/8/2019,SOUTHWEST U.S.,VEGETABLES,EGGPLANT,each,526,1.33,0.88,1.5
481,2/8/2019,SOUTHWEST U.S.,VEGETABLES,EGGPLANT,per pound,52,0.99,0.99,0.99
482,2/8/2019,SOUTHWEST U.S.,VEGETABLES,EGGPLANT,per pound,13,0.79,0.79,0.79
483,2/8/2019,SOUTHWEST U.S.,VEGETABLES,GARLIC,per sleeve,113,0.97,0.79,0.99
484,2/8/2019,SOUTHWEST U.S.,VEGETABLES,KALE GREENS,per bunch,155,1.04,0.99,1.79
485,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, BOSTON",each,8,1.99,1.99,1.99
486,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, GREEN LEAF",each,461,1.0,0.79,1.99
487,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ICEBERG",each,658,0.89,0.33,1.99
488,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, RED LEAF",each,461,1.0,0.79,1.99
489,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",each,259,1.01,0.59,1.99
490,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",each,12,1.5,1.5,1.5
491,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"LETTUCE, ROMAINE",3 count package,160,1.74,1.67,3.0
492,2/8/2019,SOUTHWEST U.S.,VEGETABLES,MUSHROOMS,8 oz package,238,1.73,0.99,1.99
493,2/8/2019,SOUTHWEST U.S.,VEGETABLES,ONIONS GREEN,per bunch,5,0.5,0.5,0.5
494,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,981,0.82,0.44,1.25
495,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,24,1.29,0.79,1.99
496,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,274,1.22,0.49,1.5
497,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,54,0.89,0.89,0.89
498,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,113,1.99,1.99,1.99
499,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,"1,523",0.99,0.25,1.5
500,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,97,0.79,0.59,0.89
501,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,113,1.99,1.99,1.99
502,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,274,1.22,0.49,1.5
503,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",per pound,54,0.89,0.89,0.89
504,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, BELL TYPE",each,113,1.99,1.99,1.99
505,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, OTHER",per pound,76,1.18,0.69,1.99
506,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, OTHER",1 lb package,172,3.87,2.89,3.99
507,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, OTHER",1 lb package,731,3.44,2.5,3.99
508,2/8/2019,SOUTHWEST U.S.,VEGETABLES,"PEPPERS, OTHER",per pound,4,1.25,1.25,1.25
479,2/8/2019,SOUTHWEST U.S.,VEGETABLES,CUCUMBERS,each,12,2.49,2.49,2.49
510,2/8/2019,SOUTHWEST U.S.,VEGETABLES,SALAD,10 - 12 oz package,483,2.3,0.99,2.5
478,2/8/2019,SOUTHWEST U.S.,VEGETABLES,CUCUMBERS,per pound,53,0.45,0.17,0.49
476,2/8/2019,SOUTHWEST U.S.,VEGETABLES,CORN-SWEET,each,256,0.38,0.33,0.5
446,2/8/2019,SOUTHWEST U.S.,VEGETABLES,ARTICHOKES,each,552,1.66,1.5,3.0
447,2/8/2019,SOUTHWEST U.S.,VEGETABLES,ARTICHOKES,each,1,2.5,2.5,2.5
448,2/8/2019,SOUTHWEST U.S.,VEGETABLES,ASPARAGUS,per pound,"1,990",3.02,1.29,4.99
449,2/8/2019,SOUTHWEST U.S.,VEGETABLES,BEANS,per pound,188,1.21,0.89,1.99
450,2/8/2019,SOUTHWEST U.S.,VEGETABLES,BEETS,per pound,14,0.49,0.49,0.49
451,2/8/2019,SOUTHWEST U.S.,VEGETABLES,BEETS,per bunch,16,2.0,2.0,2.0
452,2/8/2019,SOUTHWEST U.S.,VEGETABLES,BOK CHOY,per pound,23,0.69,0.69,0.69
453,2/8/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per pound,129,0.71,0.49,1.19
454,2/8/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per bunch,9,2.49,2.49,2.49
455,2/8/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per pound,80,1.14,0.88,2.0
456,2/8/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per bunch,1,2.5,2.5,2.5
457,2/8/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per pound,36,1.48,0.69,1.99
458,2/8/2019,SOUTHWEST U.S.,VEGETABLES,BROCCOLI,per pound,4,2.49,2.49,2.49
459,2/8/2019,SOUTHWEST U.S.,VEGETABLES,BRUSSELS SPROUTS,per pound,50,1.49,1.49,1.49
460,2/8/2019,SOUTHWEST U.S.,VEGETABLES,BRUSSELS SPROUTS,per pound,8,2.49,2.49,2.49
461,2/8/2019,SOUTHWEST U.S.,VEGETABLES,CABBAGE,per pound,116,0.41,0.2,0.69
462,2/8/2019,SOUTHWEST U.S.,VEGETABLES,CACTUS LEAF (NOPALES),per pound,5,0.5,0.5,0.5
463,2/8/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,104,0.4,0.33,0.5
464,2/8/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,per pound,59,0.34,0.33,0.5
465,2/8/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,per bunch,16,2.0,1.99,2.0
466,2/8/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,584,1.31,0.99,1.38
467,2/8/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,2 lb bag,264,1.99,1.99,1.99
468,2/8/2019,SOUTHWEST U.S.,VEGETABLES,CARROTS,1 lb bag,72,2.32,1.67,2.5
469,2/8/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,each,13,2.12,1.5,2.5
470,2/8/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,per pound,104,0.49,0.49,0.5
472,2/8/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,per pound,56,0.88,0.88,0.88
473,2/8/2019,SOUTHWEST U.S.,VEGETABLES,CHAYOTE,each,72,0.46,0.33,0.5
474,2/8/2019,SOUTHWEST U.S.,VEGETABLES,CHAYOTE,per pound,22,0.62,0.33,0.99
470,2/8/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,each,1,1.25,1.25,1.25
477,2/8/2019,SOUTHWEST U.S.,VEGETABLES,CUCUMBERS,each,997,0.66,0.25,1.25
471,2/8/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,per pound,60,1.37,1.09,1.49
471,2/8/2019,SOUTHWEST U.S.,VEGETABLES,CAULIFLOWER,each,152,2.99,2.99,2.99
479,2/8/2019,SOUTHWEST U.S.,FRUITS,LEMONS,each,739,0.76,0.14,0.99
492,2/8/2019,SOUTHWEST U.S.,FRUITS,ORANGES,4 lb bag,113,3.99,3.99,3.99
491,2/8/2019,SOUTHWEST U.S.,FRUITS,ORANGES,3 lb bag,12,4.99,4.99,4.99
472,2/8/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,209,2.76,2.49,2.99
473,2/8/2019,SOUTHWEST U.S.,FRUITS,GRAPES,per pound,43,1.62,1.29,1.69
490,2/8/2019,SOUTHWEST U.S.,FRUITS,ORANGES,per pound,884,0.85,0.2,1.69
489,2/8/2019,SOUTHWEST U.S.,FRUITS,ORANGES,4 lb bag,412,2.94,1.99,2.99
488,2/8/2019,SOUTHWEST U.S.,FRUITS,NECTARINES,per pound,370,1.78,1.49,2.99
487,2/8/2019,SOUTHWEST U.S.,FRUITS,NECTARINES,per pound,44,1.93,1.69,2.99
486,2/8/2019,SOUTHWEST U.S.,FRUITS,MANGOES,each,283,1.61,0.99,3.0
493,2/8/2019,SOUTHWEST U.S.,FRUITS,ORANGES,per pound,206,1.18,0.99,2.49
485,2/8/2019,SOUTHWEST U.S.,FRUITS,MANGOES,each,678,1.04,0.88,1.66
483,2/8/2019,SOUTHWEST U.S.,FRUITS,LIMES,each,21,0.2,0.13,0.25
518,2/8/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,each,225,1.79,1.67,2.45
481,2/8/2019,SOUTHWEST U.S.,FRUITS,LEMONS,each,30,0.79,0.79,0.79
