Date,Region,Class,Commodity,Variety,Organic,Environment,Unit,Number of Stores,Weighted Avg Price,Low Price,High Price,% Marked Local
1/18/2019,SOUTHWEST U.S.,FRUITS,PEARS,BOSC,Y,,per pound,8,1.99,1.99,1.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,PEARS,D'ANJOU,,,per pound,951,1.31,0.69,1.69,
1/18/2019,SOUTHWEST U.S.,FRUITS,PEARS,D'ANJOU,Y,,per pound,8,1.99,1.99,1.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,,,each,990,2.94,0.79,4.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,,,per pound,231,0.45,0.33,0.69,
1/18/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,RED,,,6 oz package,515,2.5,2.5,2.5,
1/18/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,RED,Y,,6 oz package,42,3.99,3.99,3.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,SATSUMA,,,,per pound,25,0.9,0.69,1.49,
1/18/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,,,1 lb package,141,1.84,1.5,2,68
1/18/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,Y,,1 lb package,8,5.99,5.99,5.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,TANGELOS,,,,per pound,520,0.93,0.49,1.69,
1/18/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,2 lb bag,23,3.01,2.49,3.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,3 lb bag,925,2.7,1.99,2.99,66
1/18/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,5 lb package,102,4.77,4.77,4.77,
1/18/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,each,8,0.79,0.79,0.79,
1/18/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,per pound,139,1.31,0.33,2.49,
1/18/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,Y,,per pound,18,1.99,1.99,1.99,
1/18/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDLESS TYPE,,,each,612,3.99,3.99,3.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,19,0.33,0.33,0.33,
1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,401,1.19,0.33,1.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,2 lb bag,542,3.18,2.99,3.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,16,1.99,1.99,1.99,25
1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,703,1.38,0.5,1.49,
1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,542,3.18,2.99,3.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,13,2.99,2.99,2.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,431,2.09,1.49,2.49,
1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,GOLDEN DELICIOUS,Y,,per pound,8,1.99,1.99,1.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,10,0.79,0.79,0.79,
1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,2 lb bag,694,3.25,2.99,3.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,23,2.51,1.99,3.49,
1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,17,2.49,2.49,2.49,
1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,14,0.33,0.33,0.33,
1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,Y,,per pound,53,1.79,1.79,1.79,
1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,220,0.94,0.49,1.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,2 lb bag,694,3.25,2.99,3.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,26,2.99,2.99,2.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,3 lb bag,264,2.99,2.99,2.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,77,0.74,0.5,0.79,
1/25/2019,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,Y,,per pound,179,1.51,1.49,1.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,,,64 oz (1/2 gallon),"1,061",1.25,0.88,2.59,
1/25/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,Y,,64 oz (1/2 gallon),16,2.5,2.5,2.5,
1/25/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,HASS,,,each,"2,231",1.22,0.25,2.5,
1/25/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,HASS,Y,,each,324,2.69,0.79,2.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,BANANAS,,,,per pound,588,0.39,0.33,0.69,
1/25/2019,SOUTHWEST U.S.,FRUITS,BANANAS,,Y,,per pound,19,0.73,0.5,0.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,,,,5.6 - 6 oz package,706,2.04,0.98,3,
1/25/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,,Y,,5.6 - 6 oz package,17,3.99,3.99,3.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,,,1 pint package,350,3.49,3.49,3.49,
1/25/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,,,18 oz package,503,4.68,2.99,5.88,
1/25/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,,,6 oz package,"1,050",2.36,0.88,3.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,Y,,6 oz package,111,2.62,2.5,3.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,,,,each,23,0.69,0.69,0.69,
1/25/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,,,,per pound,90,0.6,0.33,1.19,
1/25/2019,SOUTHWEST U.S.,FRUITS,CHERRIES,RED VARIETIES,,,per pound,"1,218",4.15,3.99,4.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,,,,2 lb bag,20,1.99,1.99,1.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,,,,3 lb bag,122,4.42,3.99,5.99,79
1/25/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,,,,5 lb package,152,4.99,4.99,4.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,,Y,,2 lb bag,152,4.99,4.99,4.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,,,each,32,0.32,0.25,0.33,
1/25/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,,,per pound,115,1.17,0.33,1.49,
1/25/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,Y,,each,46,0.99,0.99,0.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,Y,,per pound,53,0.99,0.99,0.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,GRAPES,BLACK SEEDLESS,,,per pound,225,1.99,1.99,1.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,GRAPES,RED GLOBE,Y,,per pound,146,1.98,1.98,1.98,
1/25/2019,SOUTHWEST U.S.,FRUITS,GRAPES,RED SEEDLESS,,,per pound,"1,354",2.8,0.85,3.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,GRAPES,WHITE SEEDLESS TYPE,,,per pound,"1,202",2.94,1.89,3.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,HAYWARD,,,each,163,0.3,0.2,0.33,
1/25/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,HAYWARD,Y,,1 lb bag,9,2.99,2.99,2.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,HAYWARD,Y,,each,11,0.99,0.99,0.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,,,each,12,0.2,0.2,0.2,
1/25/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,,,per pound,72,0.83,0.5,0.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,Y,,2 lb bag,13,2.99,2.99,2.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,Y,,each,73,0.64,0.5,0.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,LIMES,,,,each,19,0.4,0.34,0.5,
1/25/2019,SOUTHWEST U.S.,FRUITS,LIMES,,,,per pound,159,0.64,0.5,0.89,
1/25/2019,SOUTHWEST U.S.,FRUITS,MANGOES,,,,each,817,1.06,0.5,1.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,MANGOES,,Y,,each,175,1.51,1.5,1.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,NECTARINES,VARIOUS WHITE FLESH VARIETIES,,,per pound,257,1.99,1.99,1.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,NECTARINES,VARIOUS YELLOW FLESH VARIETIES,,,per pound,703,2.81,0.99,3.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,3 lb bag,35,1.99,1.99,1.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,4 lb bag,458,2.76,2.5,4.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,each,77,0.45,0.33,0.5,
1/25/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,per pound,"1,055",0.89,0.2,1.49,
1/25/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,Y,,4 lb bag,317,4.99,4.99,4.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,Y,,per pound,33,1.53,1.29,1.69,
1/25/2019,SOUTHWEST U.S.,FRUITS,ORANGES,VALENCIA,,,4 lb bag,11,3.29,3.29,3.29,
1/25/2019,SOUTHWEST U.S.,FRUITS,ORANGES,VALENCIA,Y,,per pound,27,0.86,0.79,0.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,MARADOL/TAINUNG TYPES,,,per pound,10,0.87,0.79,0.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,SOLO TYPE,,,per pound,7,0.59,0.59,0.59,
1/25/2019,SOUTHWEST U.S.,FRUITS,PEACHES,VARIOUS YELLOW FLESH VARIETIES,,,per pound,533,3.09,1.39,3.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,PEARS,BARTLETT,,,per pound,24,1.26,0.5,1.89,
1/25/2019,SOUTHWEST U.S.,FRUITS,PEARS,BARTLETT,Y,,per pound,146,1.5,1.5,1.5,
1/25/2019,SOUTHWEST U.S.,FRUITS,PEARS,BOSC,,,per pound,351,1.07,0.33,1.89,
1/25/2019,SOUTHWEST U.S.,FRUITS,PEARS,BOSC,Y,,per pound,154,1.53,1.5,1.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,PEARS,D'ANJOU,,,per pound,277,1.24,0.5,1.49,
1/25/2019,SOUTHWEST U.S.,FRUITS,PEARS,D'ANJOU,Y,,per pound,155,1.53,1.5,1.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,,,each,214,2.32,0.33,2.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,,,per pound,278,0.54,0.33,0.79,
1/25/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,Y,,each,5,2.99,2.99,2.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,PLUMS,,,,per pound,8,2.99,2.99,2.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,POMEGRANATES,,,,each,9,2.99,2.99,2.99,100
1/25/2019,SOUTHWEST U.S.,FRUITS,PRUNES,,,,per pound,7,2.79,2.79,2.79,
1/25/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,RED,,,6 oz package,96,2.5,2.5,2.5,
1/25/2019,SOUTHWEST U.S.,FRUITS,SATSUMA,,,,per pound,13,0.99,0.99,0.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,,,1 lb package,"1,943",3.1,1.88,3.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,,,2 lb package,260,5.88,5.88,5.88,
1/25/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,Y,,1 lb package,8,5.99,5.99,5.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,TANGELOS,,,,per pound,35,1.48,1.29,1.69,
1/25/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,2 lb bag,8,3.99,3.99,3.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,3 lb bag,193,3.8,1.99,3.99,89
1/25/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,per pound,225,1.47,0.33,2.99,
1/25/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,Y,,2 lb bag,1,3.99,3.99,3.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,APPLE PEARS,,,,each,260,1,1,1,
2/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,23,1.23,0.99,1.69,
2/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,3 lb bag,42,3.99,3.99,3.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,463,1.04,0.5,1.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,2 lb bag,161,3.99,3.99,3.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,204,1.54,1.48,1.99,2
2/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,42,3.99,3.99,3.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,5 lb bag,102,1.99,1.99,1.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,579,1.53,0.5,1.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,161,3.99,3.99,3.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,13,2.99,2.99,2.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,146,1.48,1.48,1.48,
2/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,381,1.67,0.89,1.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,18,2.05,0.89,3.49,
2/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,8,1.69,1.69,1.69,
2/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,8,1.99,1.99,1.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,26,2.99,2.99,2.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,357,0.84,0.33,1.69,
2/1/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,,,128 oz (1 gallon),45,1.99,1.99,1.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,,,64 oz (1/2 gallon),"1,212",1.76,1.5,2.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,HASS,,,each,"3,713",0.85,0.2,2,
2/1/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,HASS,Y,,each,732,1.14,0.79,2.5,
2/1/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,VARIOUS GREENSKIN VARIETIES,,,each,1,0.99,0.99,0.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,VARIOUS GREENSKIN VARIETIES,Y,,each,9,1.25,1.25,1.25,
2/1/2019,SOUTHWEST U.S.,FRUITS,BANANAS,,,,per pound,201,0.4,0.33,0.5,
2/1/2019,SOUTHWEST U.S.,FRUITS,BANANAS,,Y,,per pound,270,0.97,0.5,0.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,,,,5.6 - 6 oz package,"1,534",2.29,0.97,3.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,BLACKBERRIES,,Y,,5.6 - 6 oz package,8,3.99,3.99,3.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,,,1 pint package,54,2.5,2.5,2.5,
2/1/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,,,18 oz package,40,3.84,3.48,3.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,,,6 oz package,"1,619",2.17,0.79,3.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,Y,,18 oz package,317,4.99,4.99,4.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,BLUEBERRIES,,Y,,6 oz package,380,3.02,2.98,4.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,,,,each,646,2.24,0.77,5,
2/1/2019,SOUTHWEST U.S.,FRUITS,CANTALOUPS,,,,per pound,167,0.64,0.2,1.19,
2/1/2019,SOUTHWEST U.S.,FRUITS,CHERRIES,RED VARIETIES,,,per pound,612,4.99,4.99,4.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,,,,2 lb bag,15,4.99,4.99,4.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,,,,3 lb bag,"1,567",3.56,2.47,5.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,CLEMENTINES,,,,5 lb package,350,4.99,4.99,4.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,,,each,20,0.55,0.33,0.89,
2/1/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,,,per pound,58,0.65,0.33,0.69,
2/1/2019,SOUTHWEST U.S.,FRUITS,GRAPEFRUIT,RED,Y,,5 lb bag,146,2.98,2.98,2.98,
2/1/2019,SOUTHWEST U.S.,FRUITS,GRAPES,RED GLOBE,Y,,per pound,146,2.98,2.98,2.98,
2/1/2019,SOUTHWEST U.S.,FRUITS,GRAPES,RED SEEDLESS,,,per pound,851,3.09,1.19,3.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,GRAPES,WHITE SEEDLESS TYPE,,,per pound,933,3.1,2,3.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,HAYWARD,,,each,83,0.22,0.12,0.33,
2/1/2019,SOUTHWEST U.S.,FRUITS,KIWIFRUIT,HAYWARD,Y,,1 lb bag,9,2.49,2.49,2.49,
2/1/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,,,each,666,0.56,0.25,0.64,
2/1/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,,,per pound,18,0.81,0.33,0.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,Y,,2 lb bag,13,2.99,2.99,2.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,LEMONS,,Y,,each,13,0.81,0.79,0.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,LIMES,,,,each,472,0.44,0.1,0.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,LIMES,,,,per pound,159,0.71,0.33,0.79,
2/1/2019,SOUTHWEST U.S.,FRUITS,LIMES,,Y,,each,1,0.99,0.99,0.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,MANGOES,,,,each,"1,268",1.25,0.5,1.67,
2/1/2019,SOUTHWEST U.S.,FRUITS,MANGOES,,Y,,each,125,1.93,1.5,2,
2/1/2019,SOUTHWEST U.S.,FRUITS,NECTARINES,VARIOUS WHITE FLESH VARIETIES,,,per pound,8,2.99,2.99,2.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,NECTARINES,VARIOUS YELLOW FLESH VARIETIES,,,per pound,438,1.95,0.99,2.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,4 lb bag,113,2.09,1.99,2.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,,,per pound,"1,108",0.99,0.25,1.49,15
2/1/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,Y,,3 lb bag,12,4.99,4.99,4.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,Y,,4 lb bag,146,2.98,2.98,2.98,
2/1/2019,SOUTHWEST U.S.,FRUITS,ORANGES,NAVEL,Y,,per pound,644,1.7,1.29,2.49,
2/1/2019,SOUTHWEST U.S.,FRUITS,ORANGES,VALENCIA,,,4 lb bag,14,0.99,0.99,0.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,ORANGES,VALENCIA,Y,,per pound,18,0.79,0.79,0.79,
2/1/2019,SOUTHWEST U.S.,FRUITS,PAPAYA,MARADOL/TAINUNG TYPES,,,per pound,48,0.86,0.79,0.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,PEACHES,VARIOUS YELLOW FLESH VARIETIES,,,per pound,353,1.77,0.99,2.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,PEARS,BARTLETT,,,per pound,275,0.89,0.77,0.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,PEARS,BOSC,,,per pound,800,1.08,0.49,1.27,
2/1/2019,SOUTHWEST U.S.,FRUITS,PEARS,BOSC,Y,,per pound,9,1.99,1.99,1.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,PEARS,D'ANJOU,,,per pound,557,1.22,0.69,1.27,
2/1/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,,,each,923,2.18,0.33,3.49,
2/1/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,,,per pound,232,0.47,0.33,0.88,
2/1/2019,SOUTHWEST U.S.,FRUITS,PINEAPPLES,,Y,,each,17,2.99,2.99,2.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,PLUMS,,,,per pound,5,1.69,1.69,1.69,
2/1/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,RED,,,6 oz package,673,3.08,2.5,3.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,RASPBERRIES,RED,Y,,6 oz package,42,3.99,3.99,3.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,SATSUMA,,,,per pound,13,0.99,0.99,0.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,,,1 lb package,941,2.57,1.25,4.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,,,2 lb package,260,5,5,5,
2/1/2019,SOUTHWEST U.S.,FRUITS,STRAWBERRIES,,Y,,1 lb package,8,5.99,5.99,5.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,TANGELOS,,,,per pound,5,0.46,0.33,0.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,2 lb bag,190,2.33,1.88,3.99,
2/1/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,3 lb bag,803,4.84,3.99,5,76
2/1/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,each,54,0.78,0.78,0.78,
2/1/2019,SOUTHWEST U.S.,FRUITS,TANGERINES,,,,per pound,314,1.22,0.33,3.49,
2/1/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDLESS MINIATURE,,,each,146,2.5,2.5,2.5,
2/1/2019,SOUTHWEST U.S.,FRUITS,WATERMELONS,RED FLESH SEEDLESS TYPE,,,each,317,2.5,2.5,2.5,
2/8/2019,SOUTHWEST U.S.,FRUITS,APPLE PEARS,,,,each,50,1.29,1.29,1.29,
2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,,,per pound,18,1.03,0.5,1.69,
2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,BRAEBURN,Y,,per pound,18,1.09,1.09,1.09,
2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,,,per pound,854,1.2,0.49,1.99,
2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,2 lb bag,102,3.99,3.99,3.99,
2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,3 lb bag,13,2.99,2.99,2.99,
2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,FUJI,Y,,per pound,385,2.57,0.99,2.99,
2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,3 lb bag,264,2.99,2.99,2.99,
2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,,,per pound,318,1.13,0.39,1.99,
2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,2 lb bag,102,3.99,3.99,3.99,
2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,3 lb bag,13,2.99,2.99,2.99,
2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,GALA,Y,,per pound,80,1.27,0.99,2.29,
2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,,,per pound,8,1.99,1.99,1.99,
2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,GRANNY SMITH,Y,,2 lb bag,102,3.99,3.99,3.99,
2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,3 lb bag,350,5.99,5.99,5.99,
2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,,,per pound,291,1.35,0.97,2.99,
2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,HONEYCRISP,Y,,per pound,469,2.99,2.99,2.99,
2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,JONAGOLD,,,per pound,22,1.81,1.69,1.88,
2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,,,per pound,205,1.52,1.48,1.99,
2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,2 lb bag,102,3.99,3.99,3.99,
2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,PINK LADY/CRIPPS PINK,Y,,per pound,111,1.94,1.79,2.69,
2/8/2019,SOUTHWEST U.S.,FRUITS,APPLES,RED DELICIOUS,,,per pound,77,0.64,0.49,1.69,
2/8/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,,,128 oz (1 gallon),24,3.87,1.99,6.99,
2/8/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,,,64 oz (1/2 gallon),918,1.91,1.59,2.5,
2/8/2019,SOUTHWEST U.S.,FRUITS,"APPLES, PROCESSED",JUICE,Y,,64 oz (1/2 gallon),146,2.5,2.5,2.5,
2/8/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,HASS,,,each,"1,514",1.28,0.25,1.67,
2/8/2019,SOUTHWEST U.S.,FRUITS,AVOCADOS,HASS,Y,,each,645,1.96,0.79,2.5,
